,Unnamed: 0,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
0,0,1,1,Karaoke,Boomdabash,4100350,0D4GpOPInKiPxEfQMchu4p,0.929,0.625,1,-5.728,1,0.14,0.289,1.2e-06,0.386,0.578,122.03,4,156493,Karaoke,2020-06-11
1,1,2,2,Mediterranea,Irama,3666633,47xPl1gvgdx4Z9dNUuloPg,0.711,0.9159999999999999,11,-4.678,1,0.0587,0.113,0.0,0.188,0.79,130.013,4,177810,Pop,2020-05-19
2,2,3,3,M' Manc (con Geolier & Sfera Ebbasta),Shablo,3514499,0MLu1cFYL4ikdRTdasCQT9,0.703,0.7040000000000001,6,-6.117000000000001,0,0.0641,0.048,0.0,0.41,0.725,139.933,4,180000,Hip-Hop/Rap,2020-06-11
3,3,4,4,Non mi basta più (feat. Chiara Ferragni),Baby K,2481059,5ZUeBvBEH8hpdLMW3yCmHb,0.828,0.741,7,-4.76,0,0.0561,0.11,0.0,0.0598,0.966,122.93799999999999,4,200976,Pop,2020-06-25
4,4,5,5,Sono un bravo ragazzo un po' fuori di testa,Random,2402283,5EXLYWZGnmYC01H53WUAhi,0.75,0.581,5,-9.957,1,0.128,0.16699999999999998,0.0,0.203,0.624,121.081,4,170579,Pop,2020-06-05
5,5,6,6,MAMACITA,Black Eyed Peas,2303977,24IgCW19L8lXKyFZwzFtD3,0.88,0.626,2,-7.062,1,0.0473,0.19,0.000755,0.094,0.441,105.01,4,251429,Pop,2020-06-18
6,6,7,7,A Un Passo Dalla Luna,Rocco Hunt,2194847,3YNcQUeVOpM3SDmwBeGfMK,0.755,0.78,10,-5.324,1,0.0429,0.39,0.0,0.34,0.897,121.97,4,167313,Hip-Hop/Rap,2020-07-03
7,7,8,8,Good Times,Ghali,2112538,5165XjbVxwq9dQDxNk7hmf,0.7190000000000001,0.736,4,-6.32,0,0.0776,0.0315,0.0,0.0988,0.593,109.02799999999999,4,163073,Pop,2020-05-29
8,8,9,9,Breaking Me,Topic,2063126,3H7ihDc1dqLriiWXwsc2po,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,4,166794,Dance,2019-12-19
9,9,10,10,Bimbi Per Strada (Children),Fedez,2039086,6KF78W66DcQ9m5YqR0r5Ig,0.642,0.8059999999999999,5,-5.4510000000000005,0,0.17600000000000002,0.0206,0.0,0.11,0.562,134.002,4,200821,Pop,2020-06-11
10,10,11,11,Superclassico,Ernia,1911353,6Ahg1hncxUdK0ICqU03BCu,0.623,0.6629999999999999,11,-6.457999999999999,1,0.142,0.0624,4.49e-06,0.0922,0.34600000000000003,149.91,4,172200,Hip-Hop/Rap,2020-06-18
11,11,12,12,Savage Love (Laxed - Siren Beat),Jawsh 685,1833178,1xQ6trAsedVPCdbtDAmk0c,0.767,0.48100000000000004,0,-8.52,0,0.0803,0.23399999999999999,0.0,0.26899999999999996,0.7609999999999999,150.076,4,171375,Pop,2020-06-11
12,12,13,13,ROCKSTAR (feat. Roddy Ricch),DaBaby,1830370,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.16399999999999998,0.247,0.0,0.10099999999999999,0.49700000000000005,89.977,4,181733,Hip-Hop/Rap,2020-04-17
13,13,14,14,Guaranà,Elodie,1770409,1KXpcoggYmNTPCRXIz2m9Z,0.79,0.875,8,-3.59,0,0.131,0.0358,3.37e-05,0.162,0.581,116.964,4,194346,Pop,2020-05-12
14,14,15,15,Spigoli,Carl Brave,1706669,1XQvMjA9IiIx1lAiTHSxQi,0.718,0.703,0,-5.886,0,0.0537,0.145,0.0,0.10400000000000001,0.6679999999999999,132.987,4,256788,Pop,2020-05-12
15,15,16,16,Il bacio di Klimt,Emanuele Aloia,1657861,3E1FgPTXX203rgBTD5nlKF,0.685,0.764,9,-4.503,1,0.0664,0.45,0.0,0.22699999999999998,0.315,80.03699999999999,4,177000,Pop,2020-04-21
16,16,17,17,Paloma (feat. Anitta),Fred De Palma,1559374,0HFkCSXRTUHCYJ148PdD0v,0.7240000000000001,0.799,6,-5.16,1,0.0482,0.00527,0.0,0.0527,0.8270000000000001,99.991,4,141063,Hip-Hop/Rap,2020-07-03
17,17,18,18,ELEGANTE (feat. Sfera Ebbasta),DrefGold,1542780,7qADAhkEs9vv3ll4hP8ybC,0.794,0.5670000000000001,6,-6.487,0,0.035,0.39899999999999997,3.77e-06,0.0919,0.299,105.98,4,220896,Hip-Hop/Rap,2020-05-21
18,18,19,19,"TesTa TrA Le NuVoLE, pT. 2",Alfa,1539950,04UtYEP1Jc0GRxbvH1B6Nk,0.568,0.512,3,-7.809,1,0.0735,0.0236,1.1599999999999999e-05,0.11699999999999999,0.604,118.947,4,180000,Pop,2020-05-21
19,19,20,20,Autostop,Shade,1464291,5ZgeeXOHGYUn0K3kuICyw9,0.746,0.871,6,-4.696000000000001,1,0.0639,0.128,0.0,0.0919,0.48,119.895,4,187375,Dance,2020-06-16
20,20,21,21,Nena (feat. Geolier & Andry The Hitmaker),Boro Boro,1439425,6TEPwGCSq4XGWu3hnZkC5m,0.78,0.7709999999999999,6,-4.99,0,0.0538,0.0469,0.0,0.1,0.355,102.95200000000001,4,149126,Hip-Hop/Rap,2020-04-09
